name,occurences,%
Exquisite Necklace of Arcane,7,0.006999999999999999
Lava-Forged Long Bow of Healing,4,0.004
Dragon Wings of Healing,13,0.013
Arcane Boots,9,0.009000000000000001
Diamond Bracer of Warding,6,0.006
Diamond Pendant of Sun,6,0.006
Forged Club of Destruction,1,0.001
Mystic Slippers of Wit,12,0.012
Diamond Bracer of Pain,6,0.006
Diamond Necklace of Pain,5,0.005
Bronze Axe of Doom,1,0.001
Silk Shirt of Brilliance,12,0.012
Leather Boots of Suffering,15,0.015
Crimson Ring of Torment,10,0.01
Cryptic Pendant of Light,5,0.005
Cast Iron Greater Wand of Moon,3,0.003
Leather Breastplate of Abyss,9,0.009000000000000001
Lion Paws of Doom,12,0.012
Divine Ring of Insanity,7,0.006999999999999999
Imbued Amulet of Storms,6,0.006
Shadow Scepter of Rage,2,0.002
Demon Chest of Light,12,0.012
Leather Shoes of Fiery Might,14,0.013999999999999999
Elemental Ring of Void,6,0.006
Elemental Pendant of Arcane,6,0.006
Demonic Wand of Healing,2,0.002
Arcane Breastplate of Brilliance,9,0.009000000000000001
Cast Iron Boots of Souls,9,0.009000000000000001
Silver Ring of Arcane,11,0.011000000000000001
Demonic Double Bow of Souls,3,0.003
Mystic Robe of Doom,16,0.016
Mystic Shoes of Wit,13,0.013
Silver Ring of Doom,3,0.003
Engraved Pendant of Shadows,3,0.003
Cracked Dagger of Suffering,1,0.001
Champion Boots of Lightning,12,0.012
Divine Amulet of Sun,3,0.003
Steel Long Sword of Destruction,1,0.001
Jacket of Warding,15,0.015
Sandles of Warding,10,0.01
Engraved Bracer of Sun,6,0.006
Imbued Choker of Arcane,4,0.004
Champion Greater Wand of Pain,1,0.001
Ancient Shoes of Abyss,15,0.015
Exquisite Bracer of Fiery Might,4,0.004
Plague Necklace of Might,6,0.006
Bronze Fire Flame of Shadows,1,0.001
Mystic Breastplate of Suffering,16,0.016
Leather Shoes of Skill,17,0.017
Lava-Forged Bracer of Vengeance,6,0.006
Sage Necklace of Light,3,0.003
Wood Rapier of Arcane,5,0.005
Shadow Breastplate of Arcane,14,0.013999999999999999
Mystic Slippers of Healing,13,0.013
Diamond Bracelet of Rage,11,0.011000000000000001
Sage Choker of Rage,3,0.003
Shadow Short Bow of Brilliance,2,0.002
Sandles of Brilliance,10,0.01
Enchanted Bracer of Brilliance,3,0.003
Imbued Amulet of Lightning,8,0.008
Lava-Forged Long Bow of Skill,3,0.003
Invisibility Cloak of Destruction,7,0.006999999999999999
Arcane Boots of Pain,7,0.006999999999999999
Imbued Bracelet of Arcane,9,0.009000000000000001
Enchanted Necklace of Light,4,0.004
Wood Short Bow of Shadows,4,0.004
Shadow Breastplate of Brilliance,14,0.013999999999999999
Shadow Buckler,187,0.187
Dragonscale Choker of Rage,5,0.005
Champion Dagger of Fiery Might,2,0.002
Silk Shirt of Warding,11,0.011000000000000001
Bronze Boots of Torment,15,0.015
Diamond Bracelet of Torment,5,0.005
Plague Necklace of Sun,2,0.002
Forged Double Bow of Fiery Might,2,0.002
Shirt of Healing,12,0.012
Lava-Forged Boots of Healing,15,0.015
Diamond Necklace of Warding,7,0.006999999999999999
Mystic Wand of Moon,4,0.004
Forged Breastplate of Healing,9,0.009000000000000001
Demon Skin Belt,394,0.394
Enflamed Bracelet of Rage,5,0.005
Crimson Pendant of Healing,8,0.008
Bronze Rapier of Lightning,1,0.001
Wood Breastplate of Wit,9,0.009000000000000001
Dragonscale Slippers of Storms,13,0.013
Lava-Forged Ring of Light,5,0.005
Exquisite Pendant of Insanity,6,0.006
Champion Ice Flame of Wit,1,0.001
Mystic Robe of Fiery Might,15,0.015
Dragonscale Shoes of Skill,13,0.013
Worn Bracelet of Moon,9,0.009000000000000001
True Choker of Fiery Might,5,0.005
Shadow Dagger of Light,4,0.004
Cloak of Light,16,0.016
Cracked Boots of Doom,9,0.009000000000000001
Dragonscale Amulet of Sun,6,0.006
Champion Ice Flame of Abyss,3,0.003
Wood Breastplate of Warding,9,0.009000000000000001
Reinforced Boots of Lightning,13,0.013
Robin Hood,263,0.263
Dragonscale Bracer of Warding,7,0.006999999999999999
Lava-Forged Pendant of Vengeance,6,0.006
Wood Greater Wand of Arcane,2,0.002
Cracked Breastplate of Void,12,0.012
Leather Boots of Wit,15,0.015
Enflamed Bracer of Might,8,0.008
Dragonscale Pendant of Wit,9,0.009000000000000001
Cast Iron Warhammer of Arcane,4,0.004
Mystic Breastplate of Fiery Might,15,0.015
Leather Slippers of Arcane,10,0.01
True Bracelet of Vengeance,11,0.011000000000000001
Worn Choker,6,0.006
Worn Staff of Lightning,1,0.001
Dragon Wings of Lightning,14,0.013999999999999999
Clown Shoes of Brilliance,14,0.013999999999999999
True Pendant of Wit,6,0.006
Steel Tome of Doom,3,0.003
Possessed Bracelet of Void,7,0.006999999999999999
Diamond Necklace of Sun,7,0.006999999999999999
Mace of Void,1,0.001
Ancient Shoes of Vengeance,12,0.012
Gold Ring of Storms,4,0.004
Enflamed Choker of Destruction,6,0.006
Forged Staff of Abyss,2,0.002
Lion Chest,14,0.013999999999999999
Ancient Boots of Fiery Might,13,0.013
Dragonscale Ring of Sun,6,0.006
Possessed Pendant of Arcane,4,0.004
Ancient Wand of Lightning,2,0.002
Wood Breastplate of Suffering,15,0.015
Crystal Bracelet of Light,5,0.005
Possessed Pendant of Suffering,7,0.006999999999999999
Lava-Forged Dagger of Souls,2,0.002
Divine Cloak of Brilliance,7,0.006999999999999999
Lion Paws of Warding,10,0.01
Enchanted Bracer of Arcane,10,0.01
Crimson Necklace of Skill,8,0.008
Cracked Scepter of Doom,3,0.003
Lion Paws of Light,15,0.015
Dragonscale Bracer of Brilliance,7,0.006999999999999999
Exquisite Necklace of Healing,7,0.006999999999999999
Reinforced Tome of Sun,2,0.002
Leather Jacket of Vengeance,14,0.013999999999999999
Cracked Boots of Brilliance,10,0.01
Cryptic Ring of Pain,10,0.01
Mystic Double Bow of Storms,2,0.002
Silk Shirt of Pain,12,0.012
Shadow Boots of Pain,15,0.015
Plague Bracelet of Arcane,9,0.009000000000000001
Diamond Amulet of Fiery Might,7,0.006999999999999999
Forged Long Bow of Light,3,0.003
Silk Shirt of Fiery Might,12,0.012
Mystic Boots of Void,14,0.013999999999999999
True Bracer of Rage,7,0.006999999999999999
Crystal Amulet of Shadows,1,0.001
Reinforced Double Bow of Lightning,3,0.003
True Bracelet of Doom,4,0.004
Diamond Pendant of Warding,6,0.006
Bronze Club of Healing,2,0.002
Wool Slippers of Moon,13,0.013
Enchanted Bracelet of Lightning,3,0.003
Lava-Forged Amulet of Lightning,4,0.004
Mystic Long Bow of Healing,2,0.002
Shadow Breastplate of Abyss,15,0.015
Champion Boots of Vengeance,15,0.015
Plague Amulet of Moon,4,0.004
Steel Wand of Arcane,2,0.002
Sandles of Suffering,7,0.006999999999999999
Worn Ring of Suffering,8,0.008
Diamond Pendant of Storms,4,0.004
Steel Morningstar of Pain,1,0.001
Steel Breastplate of Torment,12,0.012
Dragon Talons of Wit,11,0.011000000000000001
Enchanted Ring of Suffering,7,0.006999999999999999
Crystal Pendant of Void,4,0.004
Champion Rapier of Abyss,2,0.002
Leather Shoes of Vengeance,6,0.006
Enchanted Pendant of Brilliance,4,0.004
Axe of Lightning,1,0.001
Cast Iron Boots of Fiery Might,9,0.009000000000000001
Bronze Bracer of Fiery Might,9,0.009000000000000001
Bronze Club of Storms,4,0.004
Shirt of Light,13,0.013
Bronze Boots of Fiery Might,16,0.016
Crimson Ring of Fiery Might,8,0.008
Divine Amulet of Fiery Might,3,0.003
Shadow Axe of Rage,4,0.004
Cast Iron Boots of Storms,13,0.013
Divine Bracer of Healing,7,0.006999999999999999
Silver Pendant of Doom,6,0.006
Ancient Fire Flame of Shadows,5,0.005
Lava-Forged Breastplate of Suffering,15,0.015
Gold Ring of Wit,8,0.008
Gold Pendant of Destruction,4,0.004
Lava-Forged Club of Shadows,3,0.003
Jacket of Arcane,19,0.019
Bear Paws of Vengeance,9,0.009000000000000001
Engraved Bracelet of Brilliance,4,0.004
Engraved Pendant of Brilliance,4,0.004
Lava-Forged Short Bow of Rage,1,0.001
Wood Breastplate of Torment,14,0.013999999999999999
Leather Slippers of Insanity,19,0.019
Enchanted Bracer of Sun,8,0.008
Cryptic Necklace of Shadows,4,0.004
Cast Iron Scepter of Sun,2,0.002
Shirt of Lightning,12,0.012
Steel Boots of Fiery Might,10,0.01
True Ring of Fiery Might,3,0.003
Imbued Pendant of Souls,6,0.006
Steel Dagger of Souls,1,0.001
Mystic Robe of Arcane,8,0.008
Dragonscale Bracelet of Light,6,0.006
Lava-Forged Necklace of Light,5,0.005
Lava-Forged Rapier of Light,2,0.002
Mystic Slippers of Fiery Might,14,0.013999999999999999
True Bracelet of Rage,7,0.006999999999999999
Demonic Morningstar of Brilliance,1,0.001
Mystic Boots of Suffering,11,0.011000000000000001
Enflamed Bracelet of Arcane,9,0.009000000000000001
Plague Choker of Arcane,8,0.008
Forged Warhammer of Torment,1,0.001
Cast Iron Breastplate of Might,18,0.018000000000000002
Elemental Bracelet of Lightning,6,0.006
Enflamed Necklace of Skill,2,0.002
Bronze Quarterstaff of Abyss,2,0.002
Silk Tunic of Arcane,12,0.012
Shadow Boots of Brilliance,12,0.012
Sage Ring of Brilliance,3,0.003
Sage Necklace of Brilliance,3,0.003
Worn Double Bow of Souls,1,0.001
Leather Jacket of Wit,11,0.011000000000000001
Werewolf Paws of Suffering,13,0.013
Cryptic Bracelet of Warding,5,0.005
Diamond Choker of Suffering,5,0.005
Worn Long Sword of Insanity,2,0.002
Cracked Breastplate of Might,11,0.011000000000000001
Cryptic Bracelet of Storms,10,0.01
Elemental Amulet of Lightning,8,0.008
Steel Staff of Shadows,1,0.001
Forged Breastplate of Pain,15,0.015
Wool Slippers of Doom,18,0.018000000000000002
Silver Bracelet of Torment,3,0.003
Worn Choker of Souls,10,0.01
Shadow Double Bow of Might,3,0.003
Steel Breastplate of Void,16,0.016
Ancient Slippers of Abyss,17,0.017
Possessed Bracer of Wit,5,0.005
Enflamed Amulet of Doom,8,0.008
Wood Scepter of Void,4,0.004
Steel Breastplate of Souls,17,0.017
Bronze Boots of Light,10,0.01
Lava-Forged Bracer of Rage,10,0.01
Champion Ice Flame of Skill,2,0.002
Silk Shirt of Insanity,10,0.01
Dragonscale Shoes of Torment,9,0.009000000000000001
Crimson Ring of Vengeance,5,0.005
Engraved Amulet of Fiery Might,9,0.009000000000000001
Cast Iron Ice Flame of Sun,2,0.002
Cracked Breastplate of Light,19,0.019
Werewolf Paws of Skill,8,0.008
Enflamed Amulet of Abyss,3,0.003
Wood Dagger of Suffering,1,0.001
Leather Slippers of Skill,20,0.02
Imbued Ring of Light,8,0.008
Sage Necklace of Pain,9,0.009000000000000001
Bronze Axe of Healing,7,0.006999999999999999
Steel Breastplate of Shadows,12,0.012
Reinforced Boots of Abyss,15,0.015
Diamond Bracelet of Light,9,0.009000000000000001
Bronze Amulet of Skill,7,0.006999999999999999
Bronze Rapier of Warding,2,0.002
Arcane Breastplate of Vengeance,11,0.011000000000000001
Dragonscale Slippers of Shadows,8,0.008
Bronze Bracer of Void,3,0.003
Possessed Pendant,2,0.002
Lava-Forged Ice Flame of Void,3,0.003
Shirt of Torment,18,0.018000000000000002
Enflamed Pendant of Arcane,3,0.003
Lava-Forged Warhammer of Healing,2,0.002
Steel Breastplate of Storms,15,0.015
Ancient Boots of Might,14,0.013999999999999999
True Bracer of Fiery Might,5,0.005
Silver Pendant of Might,7,0.006999999999999999
Lava-Forged Short Bow of Fiery Might,2,0.002
Lava-Forged Breastplate of Sun,16,0.016
Arcane Boots of Sun,18,0.018000000000000002
Exquisite Ring of Destruction,7,0.006999999999999999
Bronze Necklace of Fiery Might,4,0.004
Ancient Long Bow of Healing,3,0.003
Shirt of Vengeance,12,0.012
Cryptic Ring of Insanity,3,0.003
Gold Choker of Insanity,2,0.002
Worn Long Sword of Souls,4,0.004
Tunic of Suffering,10,0.01
Mystic Slippers of Pain,7,0.006999999999999999
Possessed Amulet of Doom,7,0.006999999999999999
Cracked Fire Flame of Skill,3,0.003
Arcane Breastplate of Rage,19,0.019
Dragon Talons of Warding,12,0.012
Cast Iron Buckler,183,0.183
Silver Bracer of Torment,3,0.003
Necklace of Arcane,5,0.005
Forged Spear of Light,1,0.001
Shadow Breastplate of Might,12,0.012
Reinforced Shoes of Warding,12,0.012
Silver Ring of Abyss,6,0.006
Crimson Pendant of Shadows,5,0.005
Demonic Long Sword of Souls,2,0.002
Lion Chest of Torment,9,0.009000000000000001
Pegasus Sandles of Brilliance,14,0.013999999999999999
Dragonscale Bracer of Torment,7,0.006999999999999999
Diamond Necklace of Shadows,4,0.004
Worn Spear of Pain,1,0.001
Invisibility Cloak of Might,9,0.009000000000000001
Bronze Boots of Vengeance,17,0.017
Silver Bracer of Vengeance,4,0.004
Cryptic Pendant of Void,6,0.006
Ice Flame of Lightning,4,0.004
Silk Tunic of Lightning,14,0.013999999999999999
Clown Shoes of Warding,14,0.013999999999999999
Enflamed Bracer of Pain,8,0.008
Sage Necklace of Skill,4,0.004
Cracked Wand of Warding,3,0.003
Reinforced Shoes of Vengeance,18,0.018000000000000002
Crystal Ring of Insanity,3,0.003
Dragonscale Amulet of Storms,5,0.005
Demonic Scythe of Skill,3,0.003
Dragon Wings of Sun,8,0.008
Shadow Boots of Arcane,12,0.012
Gold Bracelet of Sun,5,0.005
Imbued Amulet of Skill,4,0.004
Cast Iron Dagger of Moon,1,0.001
Crimson Bracelet of Suffering,1,0.001
Crimson Choker of Destruction,5,0.005
Bronze Ice Flame of Sun,2,0.002
Werewolf Chest of Wit,13,0.013
Wool Slippers of Vengeance,9,0.009000000000000001
Exquisite Bracelet of Suffering,8,0.008
Divine Necklace of Abyss,4,0.004
Cast Iron Scepter of Destruction,5,0.005
Dragonscale Breastplate of Void,14,0.013999999999999999
Reinforced Boots of Skill,13,0.013
Worn Ring of Souls,10,0.01
Exquisite Necklace of Moon,8,0.008
Shadow Ice Flame of Torment,4,0.004
Cracked Breastplate of Warding,14,0.013999999999999999
Arcane Boots of Moon,11,0.011000000000000001
Possessed Bracer of Moon,7,0.006999999999999999
Divine Amulet of Skill,4,0.004
Wood Morningstar of Skill,2,0.002
Jacket of Torment,18,0.018000000000000002
Lion Paws of Lightning,12,0.012
Lava-Forged Bracelet of Arcane,8,0.008
Lava-Forged Necklace of Arcane,5,0.005
Morningstar of Fiery Might,3,0.003
Ancient Boots of Suffering,14,0.013999999999999999
Divine Bracelet of Brilliance,10,0.01
Ancient Quarterstaff of Vengeance,1,0.001
Leather Shoes of Souls,18,0.018000000000000002
Exquisite Bracelet of Fiery Might,7,0.006999999999999999
Possessed Necklace of Void,5,0.005
Warhammer of Arcane,3,0.003
Mystic Slippers of Lightning,13,0.013
Amulet of Insanity,5,0.005
Steel Warhammer of Souls,1,0.001
Reinforced Breastplate of Pain,10,0.01
Forged Boots of Fiery Might,15,0.015
Elemental Bracer of Souls,9,0.009000000000000001
Worn Choker of Healing,6,0.006
Mystic Ice Flame of Insanity,2,0.002
Leather Breastplate of Fiery Might,15,0.015
Forged Boots of Might,11,0.011000000000000001
Dragonscale Bracer of Fiery Might,3,0.003
Worn Pendant of Doom,3,0.003
Bronze Mace of Fiery Might,1,0.001
Champion Boots of Pain,11,0.011000000000000001
Elemental Ring of Shadows,9,0.009000000000000001
Dragonscale Amulet of Doom,6,0.006
Cast Iron Greater Wand of Rage,1,0.001
Forged Breastplate of Souls,11,0.011000000000000001
Shadow Boots of Healing,14,0.013999999999999999
Lava-Forged Ring of Abyss,7,0.006999999999999999
Crimson Amulet of Destruction,3,0.003
Long Sword of Abyss,3,0.003
Robe of Abyss,6,0.006
Forged Boots of Light,13,0.013
Sage Bracer of Brilliance,6,0.006
Dragonscale Choker of Vengeance,4,0.004
Shadow Club of Doom,1,0.001
Werewolf Chest of Doom,5,0.005
Sage Ring of Arcane,5,0.005
Sage Amulet of Rage,3,0.003
Ancient Scepter of Healing,3,0.003
Wool Slippers of Lightning,12,0.012
Cryptic Bracer of Wit,3,0.003
Enchanted Choker of Healing,5,0.005
Forged Warhammer of Vengeance,2,0.002
Cloak of Storms,11,0.011000000000000001
Leather Slippers of Sun,10,0.01
Elemental Bracer of Insanity,5,0.005
Silver Choker of Wit,5,0.005
Long Bow of Skill,2,0.002
Bronze Breastplate of Pain,8,0.008
Sage Bracer of Insanity,9,0.009000000000000001
Possessed Choker of Storms,7,0.006999999999999999
Steel Greater Wand of Warding,2,0.002
Silk Shirt of Souls,7,0.006999999999999999
Possessed Bracer of Skill,10,0.01
Pendant of Souls,2,0.002
Reinforced Dagger of Storms,1,0.001
Lava-Forged Breastplate of Abyss,15,0.015
Dragonscale Slippers of Abyss,13,0.013
Enflamed Bracelet of Healing,5,0.005
Demonic Greater Wand of Warding,3,0.003
Dragon Wings of Arcane,10,0.01
Forged Boots of Lightning,22,0.022000000000000002
Enflamed Amulet of Skill,6,0.006
Cast Iron Morningstar of Insanity,4,0.004
Dragonscale Breastplate of Rage,10,0.01
Lion Paws of Healing,10,0.01
True Bracelet of Suffering,4,0.004
Worn Pendant of Suffering,4,0.004
Demonic Long Sword of Storms,2,0.002
Forged Breastplate of Doom,15,0.015
Divine Ring of Lightning,8,0.008
Gold Choker of Vengeance,2,0.002
Mystic Quarterstaff of Shadows,2,0.002
Shadow Breastplate of Wit,12,0.012
Wood Boots,13,0.013
Silver Bracelet of Moon,4,0.004
Divine Necklace of Doom,5,0.005
Steel Long Bow of Brilliance,1,0.001
Reinforced Breastplate of Brilliance,13,0.013
Dragonscale Slippers of Fiery Might,9,0.009000000000000001
Cast Iron Helm,303,0.303
Enchanted Ring of Storms,4,0.004
Bronze Necklace of Destruction,4,0.004
Reinforced Staff of Vengeance,2,0.002
Cast Iron Breastplate of Rage,19,0.019
Forged Boots of Torment,13,0.013
Gold Bracer of Brilliance,9,0.009000000000000001
Imbued Necklace of Void,3,0.003
Demonic Rapier of Torment,4,0.004
Shirt of Sun,12,0.012
Wool Slippers,8,0.008
Possessed Bracer,3,0.003
Exquisite Choker of Shadows,5,0.005
Cast Iron Short Bow of Rage,4,0.004
Silk Robe of Might,20,0.02
Ancient Shoes of Might,16,0.016
True Ring,7,0.006999999999999999
Divine Pendant of Insanity,6,0.006
Forged Ice Flame of Torment,1,0.001
Steel Breastplate of Pain,14,0.013999999999999999
Gold Bracelet of Warding,7,0.006999999999999999
Enflamed Pendant of Wit,5,0.005
Demonic Short Bow of Souls,4,0.004
Leather Jacket of Abyss,11,0.011000000000000001
Leather Shoes of Suffering,13,0.013
Imbued Ring of Sun,7,0.006999999999999999
Possessed Necklace,2,0.002
Warhammer of Abyss,2,0.002
Silk Tunic of Pain,7,0.006999999999999999
Sage Bracer of Skill,9,0.009000000000000001
Sage Amulet of Skill,4,0.004
Cracked Axe of Destruction,2,0.002
Steel Boots of Arcane,15,0.015
Sage Ring of Wit,10,0.01
Lava-Forged Pendant of Arcane,3,0.003
Steel Quarterstaff of Light,5,0.005
Shirt of Void,14,0.013999999999999999
Mystic Shoes of Destruction,11,0.011000000000000001
Engraved Bracer of Destruction,13,0.013
Enflamed Necklace of Rage,4,0.004
Cracked Scythe of Sun,4,0.004
Silk Robe of Wit,13,0.013
Ancient Boots of Healing,10,0.01
Crystal Bracelet of Rage,11,0.011000000000000001
Lava-Forged Long Bow of Souls,2,0.002
Silk Robe of Pain,11,0.011000000000000001
Ancient Shoes of Healing,15,0.015
Worn Ring of Insanity,6,0.006
True Amulet of Pain,4,0.004
Shadow Staff of Pain,1,0.001
Leather Breastplate of Pain,9,0.009000000000000001
Ancient Shoes of Sun,13,0.013
Enflamed Ring of Vengeance,4,0.004
Enflamed Pendant of Lightning,4,0.004
Steel Halberd of Brilliance,2,0.002
Lion Chest of Arcane,10,0.01
Reinforced Boots of Torment,10,0.01
Gold Ring of Sun,9,0.009000000000000001
Gold Necklace of Healing,8,0.008
Reinforced Dagger of Brilliance,3,0.003
Wool Slippers of Fiery Might,15,0.015
Enflamed Bracelet,9,0.009000000000000001
Enflamed Amulet of Light,5,0.005
Forged Fire Flame of Vengeance,3,0.003
Dragon Wings of Pain,22,0.022000000000000002
Sage Ring of Pain,4,0.004
Shadow Tome of Storms,2,0.002
Werewolf Chest of Arcane,18,0.018000000000000002
Dragonscale Slippers of Warding,15,0.015
Imbued Bracelet of Shadows,6,0.006
Exquisite Necklace of Skill,5,0.005
Jacket of Healing,15,0.015
True Ring of Sun,4,0.004
Engraved Amulet of Rage,4,0.004
Cracked Double Bow of Fiery Might,1,0.001
Lava-Forged Breastplate of Moon,13,0.013
Steel Boots of Void,9,0.009000000000000001
Crimson Bracelet of Brilliance,4,0.004
Wood Halberd of Fiery Might,2,0.002
Dragon Wings of Vengeance,13,0.013
Exquisite Bracelet of Warding,8,0.008
Silk Shirt of Light,18,0.018000000000000002
Steel Boots of Insanity,24,0.024
Imbued Bracelet of Skill,5,0.005
Mystic Club of Pain,2,0.002
Reinforced Breastplate of Abyss,14,0.013999999999999999
Cryptic Bracer of Torment,4,0.004
Crimson Necklace of Warding,3,0.003
Warhammer of Insanity,3,0.003
Silk Tunic of Fiery Might,11,0.011000000000000001
Diamond Bracer of Void,10,0.01
Cryptic Pendant of Abyss,6,0.006
Bronze Fire Flame,3,0.003
Lava-Forged Breastplate of Lightning,9,0.009000000000000001
